COREF	start_token	end_token	prop	cat	text	book	page
2	283	283	PROP	PER	Chief	mdp.39015041788319	030
0	0	0	PRON	PER	I	uc1.b4102033	094
0	3	3	PRON	PER	my	uc1.b4102033	094
-1	11	11	PRON	PER	you	uc1.b4102033	094
1	17	17	PROP	PER	Rabbit	uc1.b4102033	094
-1	25	25	PRON	PER	his	uc1.b4102033	094
-1	29	29	PRON	PER	You	uc1.b4102033	094
0	34	34	PRON	PER	me	uc1.b4102033	094
0	8	8	PRON	PER	I	wu.89060396363	165
-1	11	11	PRON	PER	you	wu.89060396363	165
1	13	13	PROP	GPE	Winnipeg	wu.89060396363	165
-1	17	17	PRON	PER	you	wu.89060396363	165
-1	20	20	NOM	FAC	there	wu.89060396363	165
0	29	29	PRON	PER	I	wu.89060396363	165
0	40	40	PRON	PER	my	wu.89060396363	165
-1	45	46	NOM	FAC	the railroad	wu.89060396363	165
-1	1	1	PRON	PER	you	mdp.39015053751635	157
0	19	19	PRON	PER	I	mdp.39015053751635	157
0	33	33	PRON	PER	me	mdp.39015053751635	157
0	34	34	PRON	PER	I	mdp.39015053751635	157
1	46	47	PROP	GPE	Splinterville Hill	mdp.39015053751635	157
-1	46	48	NOM	PER	Splinterville Hill people	mdp.39015053751635	157
2	66	67	PROP	GPE	Saratoga Springs	mdp.39015053751635	157
-1	69	71	NOM	GPE	a town associated	mdp.39015053751635	157
-1	79	79	PRON	FAC	its	mdp.39015053751635	157
-1	12	12	PRON	PER	him	uc1.32106011563233	037
-1	26	26	PRON	PER	him	uc1.32106011563233	037
-1	29	29	PRON	PER	him	uc1.32106011563233	037
0	31	32	PROP	PER	Uncle Obal	uc1.32106011563233	037
1	37	37	PROP	PER	Lidwynne	uc1.32106011563233	037
-1	46	46	PRON	PER	she	uc1.32106011563233	037
-1	49	49	PRON	PER	herself	uc1.32106011563233	037
-1	51	51	PRON	PER	She	uc1.32106011563233	037
2	58	58	PROP	PER	Michael	uc1.32106011563233	037
-1	62	62	PRON	PER	she	uc1.32106011563233	037
-1	64	64	PRON	PER	him	uc1.32106011563233	037
3	68	68	PROP	PER	Mamma	uc1.32106011563233	037
-1	71	71	PRON	PER	her	uc1.32106011563233	037
4	74	74	PROP	PER	Snaa	uc1.32106011563233	037
-1	78	78	PRON	PER	she	uc1.32106011563233	037
-1	94	94	PRON	PER	her	uc1.32106011563233	037
-1	99	99	PRON	PER	I	uc1.32106011563233	037
-1	103	103	PRON	PER	you	uc1.32106011563233	037
2	105	105	PROP	PER	Michael	uc1.32106011563233	037
-1	109	109	NOM	PER	Doctor	uc1.32106011563233	037
5	111	111	PROP	PER	Nellie	uc1.32106011563233	037
-1	0	0	PRON	PER	She	mdp.39076001498182	083
-1	13	13	PRON	PER	she	mdp.39076001498182	083
-1	19	23	NOM	PER	The Member of the Wedding	mdp.39076001498182	083
-1	37	37	PRON	PER	her	mdp.39076001498182	083
1	44	44	PROP	GPE	Ireland	mdp.39076001498182	083
-1	49	49	PRON	PER	She	mdp.39076001498182	083
-1	56	56	NOM	PER	Nobody	mdp.39076001498182	083
0	64	64	PRON	PER	I	mdp.39076001498182	083
-1	68	68	NOM	FAC	school	mdp.39076001498182	083
-1	74	74	PRON	PER	We	mdp.39076001498182	083
2	79	79	PROP	GPE	Wapato	mdp.39076001498182	083
-1	82	82	PRON	PER	we	mdp.39076001498182	083
3	84	84	PROP	GPE	Clackamas	mdp.39076001498182	083
0	91	91	PRON	PER	I	mdp.39076001498182	083
4	98	98	PROP	GPE	Portland	mdp.39076001498182	083
-1	1	1	PRON	PER	You	mdp.39015053751635	103
-1	5	5	PRON	PER	yer	mdp.39015053751635	103
0	11	11	PRON	PER	my	mdp.39015053751635	103
-1	11	12	NOM	PER	my grandfather	mdp.39015053751635	103
1	15	16	PROP	PER	Bill Mayer	mdp.39015053751635	103
-1	26	26	PRON	PER	his	mdp.39015053751635	103
-1	32	32	PRON	PER	He	mdp.39015053751635	103
-1	35	52	NOM	PER	the men in the old Abenaki stories who are confronted by a m'teowlin , a man of power	mdp.39015053751635	103
-1	38	52	NOM	PER	the old Abenaki stories who are confronted by a m'teowlin , a man of power	mdp.39015053751635	103
-1	46	47	NOM	PER	a m'teowlin	mdp.39015053751635	103
-1	49	52	NOM	PER	a man of power	mdp.39015053751635	103
-1	54	55	NOM	PER	The m'teowlin	mdp.39015053751635	103
-1	60	60	PRON	PER	they	mdp.39015053751635	103
2	6	6	PROP	PER	Dave	wu.89060396363	131
-1	9	9	PRON	PER	our	wu.89060396363	131
-1	18	18	PRON	PER	our	wu.89060396363	131
3	35	35	PROP	PER	McGinnis	wu.89060396363	131
4	37	37	PROP	PER	McGinty	wu.89060396363	131
5	42	44	PROP	PER	little Sugar Loaf	wu.89060396363	131
-1	55	55	PRON	PER	we	wu.89060396363	131
-1	57	57	PRON	PER	him	wu.89060396363	131
6	63	63	PROP	PER	Archie	wu.89060396363	131
-1	72	72	PRON	PER	they	wu.89060396363	131
2	79	79	PROP	PER	Dave	wu.89060396363	131
-1	83	83	PRON	PER	us	wu.89060396363	131
-1	84	84	PRON	PER	we	wu.89060396363	131
6	94	94	PROP	PER	Archie	wu.89060396363	131
-1	99	99	PRON	PER	he	wu.89060396363	131
-1	102	102	PRON	PER	we	wu.89060396363	131
0	106	107	PROP	GPE	Metis Beach	wu.89060396363	131
-1	109	119	NOM	GPE	a resort on the south shore of the St. Lawrence River	wu.89060396363	131
-1	112	119	NOM	LOC	the south shore of the St. Lawrence River	wu.89060396363	131
1	116	119	PROP	LOC	the St. Lawrence River	wu.89060396363	131
-1	125	125	PRON	PER	he	wu.89060396363	131
-1	1	6	NOM	PER	The last of the Mayer family	mdp.39015053751635	104
-1	4	6	NOM	PER	the Mayer family	mdp.39015053751635	104
1	8	9	PROP	PER	Anthony Mayer	mdp.39015053751635	104
0	17	18	PROP	GPE	Saratoga Springs	mdp.39015053751635	104
-1	22	46	NOM	PER	a hermit in a little shack near the piles of coal and the oil tanks until the day he was murdered by two young men	mdp.39015053751635	104
-1	25	46	NOM	FAC	a little shack near the piles of coal and the oil tanks until the day he was murdered by two young men	mdp.39015053751635	104
-1	40	40	PRON	PER	he	mdp.39015053751635	104
-1	44	46	NOM	PER	two young men	mdp.39015053751635	104
-1	48	48	PRON	PER	They	mdp.39015053751635	104
-1	50	50	PRON	PER	he	mdp.39015053751635	104
-1	0	1	NOM	PER	The men	uva.x000083545	082
-1	28	31	NOM	VEH	the smokestack and cab	uva.x000083545	082
-1	38	39	NOM	PER	the men	uva.x000083545	082
-1	43	45	NOM	FAC	the old yard	uva.x000083545	082
1	52	53	PROP	FAC	Prison Hill	uva.x000083545	082
-1	55	55	PRON	PER	We	uva.x000083545	082
2	74	74	PROP	PER	Lent	uva.x000083545	082
-1	79	81	NOM	PER	this small group	uva.x000083545	082
-1	83	90	NOM	PER	this small congregation of the Lord 's people	uva.x000083545	082
-1	87	88	NOM	PER	the Lord	uva.x000083545	082
-1	87	90	NOM	PER	the Lord 's people	uva.x000083545	082
3	92	93	PROP	PER	Ochoa Maestro	uva.x000083545	082
4	100	100	PROP	PER	Lucero	uva.x000083545	082
-1	102	102	PRON	PER	Our	uva.x000083545	082
-1	102	103	NOM	PER	Our foreman	uva.x000083545	082
-1	112	112	PRON	PER	he	uva.x000083545	082
0	118	118	PRON	PER	I	uva.x000083545	082
-1	131	133	NOM	PER	The three Pascolas	uva.x000083545	082
5	136	136	PROP	PER	Yuma	uva.x000083545	082
-1	140	143	NOM	PER	seven masked Fariseo soldiers	uva.x000083545	082
-1	145	146	NOM	PER	the officials	uva.x000083545	082
6	151	152	PROP	PER	The Matachinis	uva.x000083545	082
-1	155	160	NOM	PER	twelve men with the camp musicians	uva.x000083545	082
-1	158	160	NOM	PER	the camp musicians	uva.x000083545	082
-1	170	171	NOM	FAC	the chapel	uva.x000083545	082
-1	180	181	NOM	PER	the Gloria	uva.x000083545	082
-1	0	0	PRON	PER	He	mdp.39015046352020	102
-1	2	2	NOM	FAC	there	mdp.39015046352020	102
-1	6	6	PRON	PER	he	mdp.39015046352020	102
-1	13	13	PRON	PER	he	mdp.39015046352020	102
-1	28	30	NOM	PER	the white man	mdp.39015046352020	102
-1	34	34	NOM	PER	Superintendents	mdp.39015046352020	102
-1	37	37	NOM	PER	Superintendents	mdp.39015046352020	102
-1	41	42	NOM	PER	each newcomer	mdp.39015046352020	102
0	44	44	PROP	PER	Yokeoma	mdp.39015046352020	102
-1	50	50	PRON	PER	his	mdp.39015046352020	102
-1	53	53	PRON	PER	He	mdp.39015046352020	102
-1	60	60	NOM	PER	none	mdp.39015046352020	102
-1	63	63	PRON	PER	him	mdp.39015046352020	102
-1	67	67	PRON	PER	his	mdp.39015046352020	102
-1	67	68	NOM	PER	his son	mdp.39015046352020	102
1	69	69	PROP	PER	Dan	mdp.39015046352020	102
1	71	71	PROP	PER	Dan	mdp.39015046352020	102
-1	73	75	NOM	PER	an active Traditionalist	mdp.39015046352020	102
-1	77	77	PRON	PER	his	mdp.39015046352020	102
2	80	80	PROP	PER	Tewaquaptewa	mdp.39015046352020	102
-1	84	84	PRON	PER	his	mdp.39015046352020	102
-1	91	91	PRON	PER	his	mdp.39015046352020	102
3	94	95	PROP	PER	Chief Priest	mdp.39015046352020	102
0	2	2	PRON	PER	I	inu.39000000903711	104
0	5	5	PRON	PER	I	inu.39000000903711	104
-1	9	9	PRON	PER	you	inu.39000000903711	104
-1	12	12	PRON	PER	you	inu.39000000903711	104
0	16	16	PRON	PER	me	inu.39000000903711	104
1	58	58	PROP	PER	McLemore	inu.39000000903711	104
2	78	82	PROP	PER	ᎢᏳᏃ ᎤᏙᎯᏳ ᏱᏣᏚᎵ ᎥᏍᎩ ᎢᏯᏆᏛᏁᏗᎢ	inu.39000000903711	104
3	110	110	PROP	PER	Unijiya	inu.39000000903711	104
3	0	1	PROP	PER	Lone Bear	pst.000032468786	151
4	4	6	PROP	PER	John Mc Cook	pst.000032468786	151
-1	8	19	NOM	PER	the brother - in - law of the revered Ute chief Ouray	pst.000032468786	151
3	39	40	PROP	PER	Lone Bear	pst.000032468786	151
-1	42	42	PRON	PER	he	pst.000032468786	151
-1	45	45	PRON	PER	him	pst.000032468786	151
4	47	48	PROP	PER	Mc Cook	pst.000032468786	151
-1	50	50	NOM	PER	others	pst.000032468786	151
-1	52	52	PRON	PER	him	pst.000032468786	151
4	62	63	PROP	PER	Mc Cook	pst.000032468786	151
-1	72	72	PRON	PER	himself	pst.000032468786	151
-1	75	75	PRON	PER	They	pst.000032468786	151
-1	79	79	PRON	PER	their	pst.000032468786	151
3	86	87	PROP	PER	Lone Bear	pst.000032468786	151
-1	94	94	PRON	PER	he	pst.000032468786	151
-1	97	97	PRON	PER	his	pst.000032468786	151
-1	97	98	NOM	PER	his followers	pst.000032468786	151
3	103	104	PROP	PER	Lone Bear	pst.000032468786	151
5	109	111	PROP	PER	Zitkala - Sa	pst.000032468786	151
-1	124	124	PRON	PER	She	pst.000032468786	151
-1	133	133	NOM	PER	women	pst.000032468786	151
0	135	135	PROP	GPE	Utah	pst.000032468786	151
1	137	137	PROP	GPE	Nevada	pst.000032468786	151
2	140	140	PROP	GPE	Colorado	pst.000032468786	151
-1	148	148	PRON	PER	She	pst.000032468786	151
-1	154	159	NOM	PER	the many women 's temperance groups	pst.000032468786	151
-1	156	156	NOM	PER	women	pst.000032468786	151
5	168	170	PROP	PER	Zitkala - Sa	pst.000032468786	151
6	182	184	PROP	PER	Mr. James Mooney	pst.000032468786	151
-1	193	202	NOM	PER	A slender fifty - seven - year - old man	pst.000032468786	151
-1	205	206	NOM	PER	the committee	pst.000032468786	151
-1	0	0	PRON	PER	We	mdp.39015040730916	025
-1	8	8	PRON	PER	He	mdp.39015040730916	025
1	10	10	PROP	PER	Florentine	mdp.39015040730916	025
-1	24	24	PRON	PER	you	mdp.39015040730916	025
2	28	28	PROP	PER	Maternity	mdp.39015040730916	025
0	32	32	PRON	PER	I	mdp.39015040730916	025
0	0	0	PRON	PER	I	wu.89060396363	100
-1	2	2	PRON	PER	them	wu.89060396363	100
-1	7	7	PRON	PER	them	wu.89060396363	100
2	16	16	PROP	PER	Archie	wu.89060396363	100
-1	23	23	PRON	PER	his	wu.89060396363	100
0	35	35	PRON	PER	me	wu.89060396363	100
0	38	38	PRON	PER	my	wu.89060396363	100
-1	48	52	NOM	PER	a man in eastern Quebec	wu.89060396363	100
1	51	52	PROP	GPE	eastern Quebec	wu.89060396363	100
-1	55	57	NOM	FAC	a beaver farm	wu.89060396363	100
0	79	79	PRON	PER	I	wu.89060396363	100
-1	83	83	PRON	PER	They	wu.89060396363	100
-1	94	94	PRON	PER	they	wu.89060396363	100
-1	0	0	PRON	PER	She	pst.000032468786	158
1	3	4	PROP	PER	Bruce Kinney	pst.000032468786	158
-1	6	14	NOM	PER	General Superintendent of the American Baptist Home Mission Society	pst.000032468786	158
-1	9	14	NOM	ORG	the American Baptist Home Mission Society	pst.000032468786	158
2	18	21	PROP	PER	Captain Richard Henry Pratt	pst.000032468786	158
3	23	23	PROP	PER	Mooney	pst.000032468786	158
-1	28	28	PRON	PER	his	pst.000032468786	158
-1	31	34	NOM	ORG	the Bureau of Ethnology	pst.000032468786	158
2	36	36	PROP	PER	Pratt	pst.000032468786	158
-1	43	44	NOM	PER	various senators	pst.000032468786	158
-1	46	47	NOM	PER	federal officials	pst.000032468786	158
3	50	50	PROP	PER	Mooney	pst.000032468786	158
-1	59	60	NOM	PER	the Indian	pst.000032468786	158
-1	63	63	PRON	PER	Their	pst.000032468786	158
3	71	71	PROP	PER	Mooney	pst.000032468786	158
-1	75	75	PRON	PER	he	pst.000032468786	158
0	83	83	PROP	GPE	Oklahoma	pst.000032468786	158
-1	1	1	PRON	PER	your	mdp.39076001498182	046
0	5	5	PROP	PER	Julia	mdp.39076001498182	046
-1	17	17	PRON	PER	She	mdp.39076001498182	046
-1	4	4	PRON	PER	we	uc1.32106011563233	039
-1	8	8	PRON	PER	you	uc1.32106011563233	039
0	10	10	PROP	PER	Ca	uc1.32106011563233	039
-1	12	12	PRON	PER	we	uc1.32106011563233	039
-1	15	15	PRON	PER	them	uc1.32106011563233	039
-1	17	17	PRON	PER	we	uc1.32106011563233	039
1	19	20	PROP	PER	Auntie Madeline	uc1.32106011563233	039
2	23	23	PROP	PER	Lidwynne	uc1.32106011563233	039
3	29	29	PROP	PER	Mamma	uc1.32106011563233	039
1	6	6	PROP	PER	Gladys	mdp.39015041788319	052
-1	10	10	PRON	PER	she	mdp.39015041788319	052
-1	13	15	NOM	PER	the Little People	mdp.39015041788319	052
-1	17	19	NOM	PER	the Little People	mdp.39015041788319	052
2	21	21	PROP	PER	Tantaquidgeon	mdp.39015041788319	052
-1	28	29	NOM	LOC	the woods	mdp.39015041788319	052
3	31	32	PROP	PER	the Makiawisug	mdp.39015041788319	052
-1	34	34	PRON	PER	I	mdp.39015041788319	052
-1	48	50	NOM	FAC	the old parsonage	mdp.39015041788319	052
-1	57	58	NOM	FAC	the road	mdp.39015041788319	052
-1	62	62	NOM	PER	others	mdp.39015041788319	052
-1	67	67	PRON	PER	her	mdp.39015041788319	052
-1	70	72	NOM	PER	the Little People	mdp.39015041788319	052
4	74	75	PROP	PER	Granny Squannit	mdp.39015041788319	052
-1	77	81	NOM	PER	the leader of the Makiawisug	mdp.39015041788319	052
0	80	81	PROP	LOC	the Makiawisug	mdp.39015041788319	052
5	93	93	PROP	PER	Mundu	mdp.39015041788319	052
-1	95	97	NOM	PER	these Little People	mdp.39015041788319	052
-1	99	100	NOM	LOC	the borderlands	mdp.39015041788319	052
-1	102	102	PRON	PER	our	mdp.39015041788319	052
-1	105	107	NOM	LOC	the Spirit World	mdp.39015041788319	052
-1	113	115	NOM	PER	the Little People	mdp.39015041788319	052
4	119	120	PROP	PER	Granny Squannit	mdp.39015041788319	052
6	123	123	PROP	PER	Moshup	mdp.39015041788319	052
-1	135	145	NOM	FAC	the tiny shoe - like plant known as the Lady Slipper	mdp.39015041788319	052
7	143	145	PROP	PER	the Lady Slipper	mdp.39015041788319	052
4	154	154	PROP	PER	Granny	mdp.39015041788319	052
-1	185	187	NOM	PER	the Little People	mdp.39015041788319	052
3	198	199	PROP	PER	the Makiawisug	mdp.39015041788319	052
0	0	0	PRON	PER	I	wu.89060396363	107
0	9	9	PRON	PER	I	wu.89060396363	107
1	11	11	PROP	PER	Dave	wu.89060396363	107
-1	20	20	PRON	PER	his	wu.89060396363	107
-1	20	21	NOM	FAC	his tent	wu.89060396363	107
0	22	22	PRON	PER	I	wu.89060396363	107
2	24	25	PROP	PER	the Macs	wu.89060396363	107
0	28	28	PRON	PER	I	wu.89060396363	107
-1	30	30	PRON	PER	them	wu.89060396363	107
-1	36	37	NOM	LOC	the lake	wu.89060396363	107
-1	40	40	PRON	PER	they	wu.89060396363	107
0	46	46	PRON	PER	my	wu.89060396363	107
3	49	49	PROP	PER	Archie	wu.89060396363	107
0	7	7	PRON	PER	I	uva.x000083545	078
-1	12	16	NOM	PER	a moreakame [ bad witch	uva.x000083545	078
-1	20	20	PRON	PER	he	uva.x000083545	078
0	22	22	PRON	PER	me	uva.x000083545	078
3	28	29	PROP	PER	Yaqui Indian	uva.x000083545	078
-1	32	34	NOM	PER	a pretty wife	uva.x000083545	078
-1	39	39	PRON	PER	she	uva.x000083545	078
0	43	43	PRON	PER	me	uva.x000083545	078
0	47	47	PRON	PER	me	uva.x000083545	078
0	49	49	PRON	PER	I	uva.x000083545	078
0	53	53	PRON	PER	I	uva.x000083545	078
0	59	59	PRON	PER	I	uva.x000083545	078
-1	67	68	NOM	PER	the workers	uva.x000083545	078
0	72	72	PRON	PER	my	uva.x000083545	078
-1	72	74	NOM	PER	my two buddies	uva.x000083545	078
0	76	76	PRON	PER	me	uva.x000083545	078
0	84	84	PRON	PER	I	uva.x000083545	078
0	88	88	PRON	PER	my	uva.x000083545	078
0	92	92	PRON	PER	my	uva.x000083545	078
-1	95	98	NOM	FAC	the office in Mesa	uva.x000083545	078
1	98	98	PROP	GPE	Mesa	uva.x000083545	078
0	100	100	PRON	PER	I	uva.x000083545	078
-1	103	104	NOM	VEH	a wagon	uva.x000083545	078
-1	106	116	NOM	PER	a camp boy and lodged at the home of Dolores Gómez	uva.x000083545	078
-1	112	116	NOM	FAC	the home of Dolores Gómez	uva.x000083545	078
4	115	116	PROP	PER	Dolores Gómez	uva.x000083545	078
-1	118	122	NOM	PER	the father of Miguel Gómez	uva.x000083545	078
5	121	122	PROP	PER	Miguel Gómez	uva.x000083545	078
-1	124	134	NOM	PER	the blind accordionist who played on a corner in downtown Tucson	uva.x000083545	078
-1	130	134	NOM	FAC	a corner in downtown Tucson	uva.x000083545	078
2	133	134	PROP	GPE	downtown Tucson	uva.x000083545	078
-1	4	4	PRON	PER	we	wu.89060396363	138
-1	10	11	NOM	GPE	the town	wu.89060396363	138
-1	16	20	NOM	PER	those kind and friendly people	wu.89060396363	138
0	24	24	PROP	PER	Archie	wu.89060396363	138
-1	29	29	PRON	PER	us	wu.89060396363	138
-1	32	32	PRON	PER	we	wu.89060396363	138
-1	34	34	PRON	PER	their	wu.89060396363	138
-1	34	36	NOM	PER	their own kin	wu.89060396363	138
0	47	47	PROP	PER	Archie	wu.89060396363	138
-1	54	54	PRON	PER	he	wu.89060396363	138
-1	61	61	PRON	PER	he	wu.89060396363	138
-1	64	64	PRON	PER	he	wu.89060396363	138
-1	1	1	PRON	PER	she	pst.000032468786	142
-1	8	10	NOM	FAC	an abandoned warehouse	pst.000032468786	142
-1	12	13	NOM	FAC	the agency	pst.000032468786	142
0	16	17	PROP	PER	Ute women	pst.000032468786	142
-1	20	29	NOM	PER	those who did n't have the money to buy clothing	pst.000032468786	142
-1	40	40	PRON	PER	They	pst.000032468786	142
-1	48	48	PRON	PER	them	pst.000032468786	142
-1	8	8	PRON	PER	we	mdp.39015053751635	128
1	14	15	PROP	GPE	Frontier Town	mdp.39015053751635	128
-1	18	24	NOM	PER	a kind - faced Pueblo Indian man	mdp.39015053751635	128
-1	26	26	PRON	PER	his	mdp.39015053751635	128
-1	26	27	NOM	PER	his wife	mdp.39015053751635	128
-1	29	29	PRON	PER	their	mdp.39015053751635	128
-1	29	31	NOM	FAC	their little house	mdp.39015053751635	128
-1	35	37	NOM	FAC	the archery range	mdp.39015053751635	128
-1	49	51	NOM	PER	That Pueblo man	mdp.39015053751635	128
0	60	60	PRON	PER	my	mdp.39015053751635	128
-1	60	61	NOM	PER	my grandfather	mdp.39015053751635	128
-1	64	64	PRON	PER	His	mdp.39015053751635	128
2	67	68	PROP	PER	Swift Eagle	mdp.39015053751635	128
-1	71	71	PRON	PER	he	mdp.39015053751635	128
0	73	73	PRON	PER	my	mdp.39015053751635	128
-1	76	76	PRON	PER	he	mdp.39015053751635	128
0	83	83	PRON	PER	me	mdp.39015053751635	128
0	0	0	PRON	PER	I	mdp.39015046352020	111
0	2	2	PRON	PER	my	mdp.39015046352020	111
-1	2	7	NOM	PER	my father in the chain gang	mdp.39015046352020	111
-1	5	7	NOM	PER	the chain gang	mdp.39015046352020	111
-1	11	11	PRON	PER	He	mdp.39015046352020	111
0	19	19	PRON	PER	I	mdp.39015046352020	111
-1	21	21	PRON	PER	him	mdp.39015046352020	111
-1	22	22	NOM	FAC	there	mdp.39015046352020	111
-1	25	25	PRON	PER	he	mdp.39015046352020	111
-1	29	29	NOM	FAC	prison	mdp.39015046352020	111
1	31	32	PROP	GPE	Fort Huachuca	mdp.39015046352020	111
-1	39	48	NOM	PER	the wife of one of the prisoners at Keams Canyon	mdp.39015046352020	111
-1	44	48	NOM	PER	the prisoners at Keams Canyon	mdp.39015046352020	111
2	47	48	PROP	GPE	Keams Canyon	mdp.39015046352020	111
-1	0	0	PRON	PER	He	uva.x000083545	065
0	2	2	PRON	PER	me	uva.x000083545	065
0	7	7	PRON	PER	I	uva.x000083545	065
-1	19	20	NOM	PER	These people	uva.x000083545	065
1	23	23	PROP	GPE	Altez	uva.x000083545	065
-1	25	27	NOM	GPE	a Papago village	uva.x000083545	065
0	29	29	PRON	PER	I	uva.x000083545	065
-1	31	31	PRON	PER	them	uva.x000083545	065
-1	33	33	PRON	PER	we	uva.x000083545	065
-1	35	35	NOM	PER	neighbors	uva.x000083545	065
-1	35	38	NOM	PER	neighbors at the camp	uva.x000083545	065
-1	37	38	NOM	FAC	the camp	uva.x000083545	065
-1	0	1	NOM	PER	No one	uc1.32106011563233	023
-1	3	3	PRON	PER	him	uc1.32106011563233	023
-1	6	7	NOM	FAC	the room	uc1.32106011563233	023
-1	10	11	NOM	PER	yammering people	uc1.32106011563233	023
-1	17	17	PRON	PER	he	uc1.32106011563233	023
0	20	20	PRON	PER	me	uc1.32106011563233	023
0	33	33	PRON	PER	I	uc1.32106011563233	023
-1	39	39	PRON	PER	his	uc1.32106011563233	023
-1	47	47	PRON	PER	I	uc1.32106011563233	023
0	53	53	PRON	PER	I	uc1.32106011563233	023
-1	56	56	PRON	PER	you	uc1.32106011563233	023
-1	59	59	PRON	PER	he	uc1.32106011563233	023
-1	0	0	PRON	PER	We	uva.x000083545	091
1	3	3	PROP	GPE	Sacaton	uva.x000083545	091
0	10	10	PRON	PER	I	uva.x000083545	091
0	16	16	PRON	PER	my	uva.x000083545	091
-1	16	17	NOM	PER	my friend	uva.x000083545	091
3	18	19	PROP	PER	Juan Martínez	uva.x000083545	091
0	22	22	PRON	PER	me	uva.x000083545	091
0	25	25	PRON	PER	me	uva.x000083545	091
4	26	26	PROP	PER	Fernando	uva.x000083545	091
0	31	31	PRON	PER	I	uva.x000083545	091
0	33	33	PRON	PER	my	uva.x000083545	091
-1	33	34	NOM	PER	my buddy	uva.x000083545	091
0	37	37	PRON	PER	me	uva.x000083545	091
2	39	39	PROP	GPE	Tucson	uva.x000083545	091
-1	43	43	PRON	PER	we	uva.x000083545	091
0	50	50	PRON	PER	my	uva.x000083545	091
-1	50	51	NOM	FAC	my home	uva.x000083545	091
-1	1	1	PRON	PER	We	mdp.39015040730916	038
-1	4	5	NOM	VEH	that craft	mdp.39015040730916	038
-1	7	7	NOM	FAC	flats	mdp.39015040730916	038
-1	11	11	PRON	PER	us	mdp.39015040730916	038
0	13	14	PROP	FAC	Finders Keepers	mdp.39015040730916	038
-1	17	17	PRON	PER	we	mdp.39015040730916	038
-1	26	27	NOM	LOC	high seas	mdp.39015040730916	038
-1	32	32	PRON	PER	you	mdp.39015040730916	038
-1	36	36	NOM	FAC	upstairs	mdp.39015040730916	038
-1	38	39	NOM	FAC	the closet	mdp.39015040730916	038
-1	0	1	PROP	PER	ASHBOW ASHBOW	mdp.39015041788319	048
-1	2	6	NOM	FAC	BURIAL GROUND This burial ground	mdp.39015041788319	048
-1	16	19	NOM	PER	members of the Shantup	mdp.39015041788319	048
0	21	21	PROP	PER	Ashbow	mdp.39015041788319	048
-1	23	25	NOM	FAC	Burial Grounds Cutchegan	mdp.39015041788319	048
1	27	27	PROP	PER	Uncas	mdp.39015041788319	048
-1	29	30	NOM	PER	Smith families	mdp.39015041788319	048
-1	37	41	NOM	FAC	the Cedar Swamp Burial Ground	mdp.39015041788319	048
0	49	51	PROP	PER	Reverend Samuel Ashbow	mdp.39015041788319	048
-1	53	57	NOM	PER	an eighteenth century Mohegan minister	mdp.39015041788319	048
1	60	61	PROP	PER	Martha Uncas	mdp.39015041788319	048
-1	67	69	NOM	PER	a Mohegan traditionalist	mdp.39015041788319	048
-1	71	71	NOM	PER	leader	mdp.39015041788319	048
-1	73	73	NOM	PER	teacher	mdp.39015041788319	048
-1	85	86	NOM	PER	the Tribe	mdp.39015041788319	048
2	93	97	PROP	PER	Little Hatchet / Courtland Fowler	mdp.39015041788319	048
-1	103	105	NOM	FAC	this burial ground	mdp.39015041788319	048
-1	107	109	NOM	PER	surrounding property owners	mdp.39015041788319	048
-1	4	5	NOM	PER	the men	mdp.39015053751635	110
-1	7	8	NOM	FAC	the yard	mdp.39015053751635	110
-1	10	11	NOM	FAC	the elevator	mdp.39015053751635	110
0	13	13	PRON	PER	my	mdp.39015053751635	110
-1	13	14	NOM	PER	my grandfather	mdp.39015053751635	110
-1	24	25	NOM	FAC	the platform	mdp.39015053751635	110
-1	42	43	NOM	FAC	the elevator	mdp.39015053751635	110
-1	45	46	NOM	FAC	the shaft	mdp.39015053751635	110
-1	49	49	PRON	PER	My	mdp.39015053751635	110
1	53	54	PROP	PER	Mr. DiMaria	mdp.39015053751635	110
-1	60	60	PRON	PER	my	mdp.39015053751635	110
-1	60	61	NOM	PER	my Jess	mdp.39015053751635	110
0	12	12	PRON	PER	I	wu.89060396363	122
2	17	17	PROP	PER	1	wu.89060396363	122
1	30	30	PROP	GPE	England	wu.89060396363	122
3	34	34	PROP	PER	Archie	wu.89060396363	122
-1	38	38	PRON	PER	He	wu.89060396363	122
-1	44	44	PRON	PER	his	wu.89060396363	122
-1	2	2	PRON	PER	they	mdp.39076001498182	064
1	6	6	PROP	GPE	California	mdp.39076001498182	064
0	10	10	PRON	PER	I	mdp.39076001498182	064
0	17	17	PRON	PER	I	mdp.39076001498182	064
0	21	21	PRON	PER	I	mdp.39076001498182	064
0	28	28	PRON	PER	my	mdp.39076001498182	064
-1	28	43	NOM	PER	my middle sister , who is fourteen years old at the time and a TB patient	mdp.39076001498182	064
-1	41	43	NOM	PER	a TB patient	mdp.39076001498182	064
-1	51	52	NOM	FAC	a sanitarium	mdp.39076001498182	064
2	54	56	PROP	ORG	Cushman Indian Hospital	mdp.39076001498182	064
3	58	58	PROP	GPE	Tacoma	mdp.39076001498182	064
4	60	60	PROP	GPE	Washington	mdp.39076001498182	064
-1	63	68	NOM	LOC	a few miles south of Seattle	mdp.39076001498182	064
